Scheme Name,Plan,Category Name,Crisil Rating,AuM (Cr),1W,1M,3M,6M,YTD,1Y,2Y,3Y,5Y,10Y,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (3).xlsx,Volatility,Sharpe_Ratio,Risk_Adjusted_Score,Return_STD,Consistency_Score,Return_Score,Composite_Score,Category_Rank,Overall_Rank
SBI Nifty India Consumption Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,279.83,-0.0344,-0.0348,-0.0876,-0.0887,-0.0805,0.0916,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (2).xlsx,0.068774172,-85.91015886,87.98,,,,,,
SBI Nifty Bank Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,144.38,-0.035,-0.0174,-0.014,0.0874,-0.0102,0.2184,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (2).xlsx,0.098396829,-58.75799094,92.08,,,,,,
SBI Nifty200 Momentum 30 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,108.27,-0.0408,-0.0044,-0.0442,0.0111,-0.0174,,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (2).xlsx,0.023621558,,,,,,,,
SBI BSE PSU BANK INDEX FUND - Regular Plan - Growth,Regular,Index Funds/ETFs,-,221.85,-0.0535,0.0457,0.1065,0.3509,0.0866,,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (2).xlsx,0.149516949,,,,,,,,
SBI BSE PSU BANK ETF,Regular,Index Funds/ETFs,-,1406.12,-0.0537,0.0456,0.1079,0.3559,0.0876,,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (2).xlsx,0.151582529,,,,,,,,
SBI NIFTY 1D RATE LIQUID ETF - IDCW,Regular,Index Funds/ETFs,-,40.65,,,,,,,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (2).xlsx,,,,,,,,,
Aditya Birla Sun Life Nifty India Defence Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,855.8,0.0094,0.0638,0.0623,0.0992,0.0705,0.4983,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (7).xlsx,0.180860072,-30.4196495,96.36,,,,,,
Aditya Birla Sun Life CRISIL 10 Year Gilt ETF,Regular,Index Funds/ETFs,-,31.64,0.0049,0.006,0.0053,0.0164,0.0083,0.0607,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (7).xlsx,0.021863272,-271.6565011,59.91,,,,,,
Aditya Birla Sun Life CRISIL IBX Gilt Apr 2033 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,45.94,0.0027,0.0079,0.0104,0.0264,0.0116,0.0725,0.0788,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (7).xlsx,0.026013798,-227.8598491,66.53,0.004454773,99.24,,,,
Aditya Birla Sun Life CRISIL-IBX AAA NBFC-HFC Index - Sep 2026 Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,214.05,0.0011,0.0055,0.0133,0.0293,0.0097,0.075,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (7).xlsx,0.027559856,-214.986609,68.47,,,,,,
Aditya Birla Sun Life CRISIL Broad Based Gilt ETF,Regular,Index Funds/ETFs,-,44.7,0.0011,0.0062,0.0102,0.0245,0.0097,0.0664,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (7).xlsx,0.024175973,-245.4337627,63.87,,,,,,
Aditya Birla Sun Life CRISIL-IBX Financial Services 3 to 6 Months Debt Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,2869.34,0.001,0.0047,0.013,0.0286,0.009,0.0674,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (7).xlsx,0.024833559,-238.8944707,64.86,,,,,,
Aditya Birla Sun Life Nifty SDL Sep 2027 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,40.32,0.0009,0.0052,0.0137,0.03,0.0102,0.0746,0.0777,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (7).xlsx,0.027441623,-215.9274626,68.33,0.002192031,99.63,,,,
Aditya Birla Sun Life Crisil-IBX Financial Services 9-12 Months Debt Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,1278.23,0.0008,0.0046,0.0118,0.0274,0.0085,,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (7).xlsx,0.010248512,,,,,,,,
Aditya Birla Sun Life CRISIL-IBX AAA Financial Services Index - Sep 2027 Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,35.44,0.0007,0.0044,0.0111,0.0288,0.0086,0.0785,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (7).xlsx,0.029326808,-201.914235,70.45,,,,,,
Aditya Birla Sun Life Crisil IBX Gilt June 2027 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,12.12,0.0005,0.0049,0.0129,0.0285,0.0099,0.0713,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (7).xlsx,0.026282897,-225.5725476,66.88,,,,,,
Aditya Birla Sun Life CRISIL IBX Gilt Apr 2028 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,20.98,0.0004,0.0056,0.0142,0.0294,0.0116,0.0728,0.0743,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (7).xlsx,0.026605463,-222.7813129,67.3,0.00106066,99.83,,,,
Aditya Birla Sun Life Nifty PSE ETF,Regular,Index Funds/ETFs,-,31.21,-0.0202,0.0024,0.074,0.1067,0.0522,0.2265,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (7).xlsx,0.088090885,-65.54026569,91.05,,,,,,
Aditya Birla Sun Life BSE 500 Quality 50 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,71.67,-0.0203,-0.0259,-0.0353,-0.0212,-0.0401,,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (7).xlsx,0.00877599,,,,,,,,
Aditya Birla Sun Life BSE India Infrastructure Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,26.69,-0.0417,-0.0223,-0.0011,0.0066,-0.0106,0.097,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (7).xlsx,0.048316819,-122.1727779,82.5,,,,,,
Aditya Birla Sun Life BSE 500 Momentum 50 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,62.52,-0.0431,-0.0041,-0.0084,0.0162,-0.0192,,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (7).xlsx,0.021732855,,,,,,,,
Aditya Birla Sun Life CRISIL Liquid Overnight ETF,Regular,Index Funds/ETFs,-,29.05,,,,,,,0.0173,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (7).xlsx,,,,,,,,,
Tata Gold Exchange Traded Fund,Regular,Index Funds/ETFs,-,5625.24,0.0141,0.0535,0.2281,0.4882,0.1823,0.8364,0.5524,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (4).xlsx,0.311341303,-16.58501445,98.45,0.200818326,64.97,,,,
Tata Silver Exchange Traded Fund,Regular,Index Funds/ETFs,-,6849.15,0.0082,0.0435,0.4515,1.1139,0.1163,1.6757,0.8651,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (4).xlsx,0.68280119,-6.333175836,100,0.573180757,0,,,,
Nippon India CRISIL - IBX AAA Financial Services - Dec 2026 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,98.23,0.0008,0.005,0.0114,0.0278,0.0083,0.0749,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (4).xlsx,0.027814145,-213.0247032,68.77,,,,,,
Nippon India Nifty G-Sec Oct 2028 Maturity Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,126.44,0.0006,0.0057,0.0147,0.0341,0.0116,0.0814,0.0816,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (4).xlsx,0.03005551,-196.9222964,71.2,0.000141421,99.99,,,,
Nippon India CRISIL - IBX AAA Financial Services - Jan 2028 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,85.07,0.0004,0.0043,0.0103,0.0285,0.0084,0.0799,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (4).xlsx,0.029987842,-197.4166732,71.13,,,,,,
Nippon India Nifty IT Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,213.47,-0.0142,-0.1668,-0.2187,-0.1227,-0.2013,-0.1963,-0.0818,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (4).xlsx,0.076023119,-81.5054691,88.64,0.080963726,85.89,,,,
Tata BSE Quality Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,53.4,-0.0203,-0.026,-0.0374,-0.0114,-0.0424,,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (4).xlsx,0.012582925,,,,,,,,
Tata Nifty MidSmall Healthcare Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,150.36,-0.0214,0.0422,-0.0163,-0.0258,-0.0115,0.1133,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (4).xlsx,0.054880285,-107.2643849,84.75,,,,,,
Nippon India Nifty 500 Quality 50 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,43.18,-0.0219,-0.0389,-0.058,-0.0514,-0.0421,,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (4).xlsx,0.013756199,,,,,,,,
Tata Nifty500 Multicap India Manufacturing 50:30:20 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,120.76,-0.0257,0.0008,-0.0124,0.0147,-0.0199,0.1786,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (4).xlsx,0.077765993,-74.8579138,89.65,,,,,,
Tata Nifty Capital Markets Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,476.22,-0.0287,-0.0413,-0.0255,0.0662,-0.0191,0.4852,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (4).xlsx,0.205692431,-26.81090395,96.91,,,,,,
Nippon India Nifty India Manufacturing ETF,Regular,Index Funds/ETFs,-,9.07,-0.0299,0.0061,0.0192,0.0564,0.0067,,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (4).xlsx,0.03098895,,,,,,,,
Nippon India Nifty India Manufacturing Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,36.8,-0.0301,0.0053,0.0174,0.0525,0.0053,,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (4).xlsx,0.029635992,,,,,,,,
Nippon India Nifty 500 Low Volatility 50 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,20.44,-0.0319,-0.012,-0.031,0.0125,-0.0259,,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (4).xlsx,0.01864331,,,,,,,,
Nippon India BSE Sensex Next 30 ETF,Regular,Index Funds/ETFs,-,4.63,-0.0335,0.0001,0.0135,0.0504,-0.0037,,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (4).xlsx,0.030474219,,,,,,,,
Nippon India BSE Sensex Next 30 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,38.01,-0.0337,-0.0008,0.0117,0.0474,-0.0051,,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (4).xlsx,0.029453098,,,,,,,,
Tata Nifty500 Multicap Infrastructure 50:30:20 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,70.87,-0.0346,-0.0182,-0.0372,0.0041,-0.0439,0.1409,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (4).xlsx,0.07026882,-83.3812214,88.36,,,,,,
Tata BSE Select Business Groups Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,220.71,-0.0347,-0.045,-0.0488,0.0107,-0.0611,0.1333,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (4).xlsx,0.073321975,-80.01284758,88.87,,,,,,
Tata Nifty Midcap 150 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,212.56,-0.0347,-0.0273,-0.0415,0.0028,-0.0435,,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (4).xlsx,0.018794893,,,,,,,,
Nippon India Nifty Bank Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,185.38,-0.0349,-0.0175,-0.0144,0.0862,-0.0105,0.216,0.1129,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (4).xlsx,0.097466208,-59.34364463,91.99,0.072902709,87.29,,,,
Nippon India Nifty 500 Equal Weight Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,401.77,-0.0377,-0.0301,-0.0538,-0.0611,-0.0627,0.1028,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (4).xlsx,0.06334817,-93.09187593,86.89,,,,,,
Tata Nifty Financial Services Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,70.27,-0.0382,-0.0169,-0.0265,0.0458,-0.0157,0.1768,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (4).xlsx,0.081771374,-71.21318487,90.2,,,,,,
Nippon India Nifty 500 Momentum 50 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,1033.35,-0.0384,-0.0045,-0.0526,0.0016,-0.0272,0.1012,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (4).xlsx,0.055098835,-107.0585241,84.78,,,,,,
Tata BSE Multicap Consumption 50:30:20 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,48.13,-0.0399,-0.0315,,,-0.0751,,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (4).xlsx,0.023132085,,,,,,,,
Tata Nifty200 Alpha 30 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,188.92,-0.0408,0.0024,-0.0342,-0.0071,-0.0066,0.1481,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (4).xlsx,0.069614769,-84.0611859,88.26,,,,,,
Tata Nifty Next 50 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,105.89,-0.0413,-0.018,-0.0158,,-0.0245,,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (4).xlsx,0.011540364,,,,,,,,
Nippon India Nifty Auto Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,40.39,-0.0462,-0.0104,-0.0219,0.036,-0.03,0.3153,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (4).xlsx,0.137482358,-41.34857808,94.71,,,,,,
Tata Nifty Auto Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,96.01,-0.0465,-0.0105,-0.0221,0.0346,-0.03,0.3119,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (4).xlsx,0.136195854,-41.76412005,94.65,,,,,,
Nippon India Nifty Realty Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,31.62,-0.0511,-0.0759,-0.1532,-0.1346,-0.1376,-0.091,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (4).xlsx,0.040448123,-150.5879513,78.2,,,,,,
Tata Nifty Realty Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,43.6,-0.0514,-0.0766,-0.1543,-0.1337,-0.1389,-0.0919,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (4).xlsx,0.04051538,-150.360185,78.24,,,,,,
Tata Nifty India Tourism Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,255.69,-0.0619,-0.0783,-0.149,-0.1969,-0.1364,-0.1036,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (4).xlsx,0.049801262,-122.5591439,82.44,,,,,,
Tata Crisil IBX Gilt Index - April 2026 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,793.34,,,,,,,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (4).xlsx,,,,,,,,,
Mirae Asset Gold ETF Fund of Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,442,0.0133,0.0502,0.2366,0.4878,0.1928,0.8158,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (5).xlsx,0.303784387,-17.06539317,98.38,,,,,,
Mirae Asset Silver ETF,Regular,Index Funds/ETFs,-,1279.31,0.0082,0.0444,0.4624,1.0975,0.1412,1.6699,0.8752,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (5).xlsx,0.674589638,-6.41886527,99.99,0.561937759,1.96,,,,
Mirae Asset Nifty 8-13 yr G-Sec ETF,Regular,Index Funds/ETFs,-,93.61,0.0043,0.0073,0.01,0.0232,0.0113,0.0701,0.079,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (5).xlsx,0.024889007,-238.2537806,64.96,0.00629325,98.91,,,,
Kotak Nifty G-Sec July 2033 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,22.33,0.0028,0.0081,0.0112,0.0279,0.0128,0.0736,0.0793,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (5).xlsx,0.026295526,-225.3767462,66.91,0.004030509,99.31,,,,
Kotak CRISIL-IBX Financial Services 3-6 Months Debt Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,365.55,0.001,0.0047,0.0128,0.0282,0.009,,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (5).xlsx,0.010519886,,,,,,,,
Mirae Asset Nifty SDL Jun 2028 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,70.31,0.001,0.0062,0.0126,0.0327,0.0088,0.0741,0.0782,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (5).xlsx,0.02749623,-215.5168178,68.39,0.002899138,99.51,,,,
Mirae Asset CRISIL-IBX Financial Services 9-12 Months Debt Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,73.23,0.0009,0.0045,0.0114,0.0266,0.0082,,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (5).xlsx,0.009915997,,,,,,,,
Kotak CRISIL-IBX Financial Services 9-12 Months Debt Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,612.83,0.0009,0.0045,0.0118,,0.0083,,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (5).xlsx,0.00471266,,,,,,,,
Mirae Asset Nifty 1D Rate Liquid ETF - Growth,Regular,Index Funds/ETFs,-,477.08,0.0009,0.0035,0.0119,0.025,0.0083,0.0534,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (5).xlsx,0.019656822,-302.5209202,55.25,,,,,,
Kotak CRISIL-IBX AAA Bond Financial Services Index - Dec 2026 Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,205.19,0.0007,0.0047,0.0112,0.0272,0.0082,0.0739,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (5).xlsx,0.027475474,-215.6869075,68.37,,,,,,
Kotak CRISIL-IBX AAA Financial Services Index - Sep 2027 Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,596.96,0.0006,0.0044,0.0106,0.0286,0.0083,0.0789,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (5).xlsx,0.029551582,-200.3649076,70.68,,,,,,
Kotak Nifty AAA Bond Financial Services Mar 2028 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,270.36,0.0003,0.0045,0.0095,0.0285,0.0079,,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (5).xlsx,0.010853018,,,,,,,,
Mirae Asset Nifty IT ETF,Regular,Index Funds/ETFs,-,139.13,-0.014,-0.1665,-0.2179,-0.1194,-0.2009,-0.1906,-0.0743,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (5).xlsx,0.075551009,-81.93934218,88.58,0.082236519,85.66,,,,
Kotak Nifty200 Quality 30 ETF,Regular,Index Funds/ETFs,-,2.46,-0.024,-0.045,-0.0725,-0.0372,-0.0696,,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (5).xlsx,0.020944403,,,,,,,,
Kotak Nifty 200 Quality 30 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,14.54,-0.0241,-0.0454,-0.0738,-0.0395,-0.0706,,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (5).xlsx,0.021158379,,,,,,,,
Mirae Asset Nifty Energy ETF,Regular,Index Funds/ETFs,-,142.03,-0.0243,0.0046,0.0409,,0.0304,,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (5).xlsx,0.029114601,,,,,,,,
Kotak Nifty Chemicals ETF,Regular,Index Funds/ETFs,-,31.88,-0.0256,-0.0335,-0.0389,,-0.0564,,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (5).xlsx,0.01306318,,,,,,,,
Kotak Nifty Top 10 Equal Weight Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,34.01,-0.0264,-0.0452,-0.0951,-0.0151,-0.0926,,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (5).xlsx,0.037174279,,,,,,,,
Kotak BSE Sensex Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,16.47,-0.027,-0.0396,-0.0674,-0.0089,-0.0617,0.0942,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (5).xlsx,0.059276133,-99.63200454,85.9,,,,,,
